date (yyyy - mm - dd)#time (utc)#latitude#longitude#depth#magnitude
1997 - 09 - 26#0:33:12#43.048° n#12.879° e#-#5.7 (m w )
1997 - 09 - 26#11:40:26#43.084° n#12.812° e#-#6.1 (m w )
1997 - 09 - 26#9:47:38#43.163° n#12.752° e#-#4.7 (m l )
1997 - 10 - 03#8:55:21#43.075° n#12.794° e#-#5.3 (m w )
1997 - 10 - 06#23:24:52#43.045° n#12.835° e#-#5.5 (m w )
1997 - 10 - 12#11:08:36#42.901° n#12.897° e#-#5.3 (m l )
1997 - 10 - 14#15:23:10#42.962° n#12.892° e#-#5.6 (m l )
1997 - 11 - 09#19:07:33#42.903° n#12.948° e#-#5.0 (m l )
1998 - 03 - 26#16:26:11#43.255° n#12.969° e#-#5.4 (m w )
1998 - 04 - 03#7:26:36#43.164° n#12.701° e#-#5.2 (m w )
