name#-#position#height#weight ( lb )#year#hometown#previous school
gilbert brown#5#forward#ft6in (m)#215#2 senior ( rs )#harrisburg , pa#south kent school
isaiah epps#2#guard#ft2in (m)#175#2 freshman#plainfield , nj#hargrave military academy / plainfield hs
ashton gibbs#12#guard#ft2in (m)#190#1 junior#scotch plains , nj#seton hall prep
gary mcghee#52#center#ft11in (m)#250#2 senior#anderson , in#highland hs
jj moore#44#forward#ft6in (m)#200#2 freshman#brentwood , ny#south kent school / brentwood hs
aron nwankwo#15#forward#ft7in (m)#200#2 freshman#baltimore , md#baltimore city college
lamar patterson#21#guard / forward#ft5in (m)#220#1 freshman (rs)#lancaster , pa#st benedict 's prep / jp mccaskey hs
jj richardson#55#forward / center#ft7in (m)#235#1 sophomore#missouri city , tx#fort bend hightower hs
nick rivers#14#guard#ft0in (m)#180#1 senior#phoenix , az#brophy college prep
nasir robinson#35#forward#ft5in (m)#220#1 junior#chester , pa#chester hs
dante taylor#11#forward#ft9in (m)#240#1 sophomore#greenburgh , ny#national christian academy (md)
brad wanamaker#22#guard#ft4in (m)#210#2 senior#philadelphia , pa#roman catholic hs
travon woodall#1#guard#ft11in (m)#190#1 sophomore (rs)#brooklyn , ny - paterson , nj#st anthony hs
cameron wright#3#guard#ft4in (m)#200#1 freshman#cleveland , oh#benedictine hs
