event#date#round#name#nationality#time#record
women 's 50m breaststroke#12 december#heats#rūta meilutytė#lithuania#29.56#cr
women 's 50m breaststroke#12 december#semifinal#rūta meilutytė#lithuania#29.51#cr
women 's 200m butterfly#12 december#final#katinka hosszú#hungary#2:02.20#cr
women 's 400m medley#12 december#final#hannah miley#great britain#4:23.14#cr
women 's 50m breaststroke#13 december#final#rūta meilutytė#lithuania#29.44#cr
women 's 100m medley#14 december#final#katinka hosszú#hungary#58.49#cr
women 's 100m breaststroke#15 december#final#rūta meilutytė#lithuania#1:03.52#cr
women 's 50m backstroke#15 december#semifinal#zhao jing#china#26.11#cr
women 's 200m medley#15 december#final#ye shiwen#china#2:04.64#cr
women 's 50m backstroke#16 december#final#zhao jing#china#25.95#cr
women 's 200m breaststroke#16 december#final#rikke møller pedersen#denmark#2:16.08#cr
