position#pilot#glider#speed#distance
1#mario kiessling#ventus 2ax#160.6km / h#319.7km
2#carlos rocca vidal#ventus 2b#153.4km / h#319.7km
3#sebastian kawa#diana 2#153.2km / h#319.7km
4#stanislaw wujczak#asg 29#152.5km / h#319.7km
5#thomas gostner#diana 2#147.9km / h#319.7km
6#uli schwenk#ventus 2ax#147.6km / h#319.7km
7#petr krejcirik#ventus 2ax#147.3km / h#319.7km
8#patrick puskeiler#discus 2ax#147.0km / h#319.7km
9#eduard supersperger#ventus 2b#146.1km / h#319.7km
10#tilo holighaus#ventus 2ax#144.2km / h#319.7km
10#heimo demmerer#ventus 2b#143.6km / h#319.7km
10#wolfgang janowitsch#ventus 2cax#143.5km / h#319.7km
10#rene vidal#ventus 2c#142.7km / h#319.7km
10#olli teronen#asg 29#142.1km / h#319.7km
10#graham parker#asg 29#141.2km / h#319.7km
