model#engine#displacement#valvetrain#fuel system#max. power at rpm#max. torque at rpm#years
petrol engines#petrol engines#petrol engines#petrol engines#petrol engines#petrol engines#petrol engines#petrol engines
1.3#mitsubishi 4g13#1299cc#sohc 16v#multi - point fuel injection#kw (ps; bhp) at 5000rpm#n·m (ft·lbf) at 4000rpm#1995–2004
1.6#mitsubishi 4g92#1597 cc#sohc 16v#multi - point fuel injection#kw (ps; bhp) at 5500rpm#n·m (ft·lbf) at 4000rpm#1995–1997
1.6#mitsubishi 4g92#1597 cc#sohc 16v#multi - point fuel injection#kw (ps; bhp) at 5750rpm#n·m (ft·lbf) at 4000rpm#1997–2000
1.6#mitsubishi 4g92#1597 cc#sohc 16v#multi - point fuel injection#kw (ps; bhp) at 6000rpm#n·m (ft·lbf) at 4500rpm#2000–2004
1.8#mitsubishi 4g93#1834 cc#sohc 16v#multi - point fuel injection#kw (ps; bhp) at 5500rpm#n·m (ft·lbf) at 4500rpm#1995–1997
1.8 msx#mitsubishi 4g93#1834 cc#dohc 16v#multi - point fuel injection#kw (ps; bhp) at 6500rpm#n·m (ft·lbf) at 5000rpm#1995–1997
1.8 gdi#mitsubishi 4g93#1834 cc#dohc 16v#gasoline direct injection#kw (ps; bhp) at 5500rpm#n·m (ft·lbf) at 3750rpm#1997–2000
1.8 gdi#mitsubishi 4g93#1834cc#dohc 16v#gasoline direct injection#kw (ps; bhp) at 5500rpm#n·m (ft·lbf) at 3750rpm#2000–2003
diesel engines#diesel engines#diesel engines#diesel engines#diesel engines#diesel engines#diesel engines#diesel engines
1.9 td#renault f8qt#1870cc#sohc 8v#indirect injection#kw (ps; bhp) at 4250rpm#n·m (ft·lbf) at 2250rpm#1997–2000
1.9 di - d mp#renault f9q1#1870cc#sohc 8v#common rail direct injection#kw (ps; bhp) at 4000rpm#n·m (ft·lbf) at 1700rpm#2000–2004
1.9 di - d hp#renault f9q2#1870cc#sohc 8v#common rail direct injection#kw (ps; bhp) at 4000rpm#n·m (ft·lbf) at 1800rpm#2000–2004
