player#position#school#hometown#mlb draft
delmon young#outfielder#camarillo high school#camarillo , ca#1 st round - 1 st pick of 2003 draft ( devil rays )
chris lubanski#outfielder#kennedy - kenrick catholic high school#norristown , pa#1 st round - 5th pick of 2003 draft ( royals )
lastings milledge#outfielder#lakewood ranch high school#bradenton , fl#1 st round - 12th pick of 2003 draft ( mets )
brandon wood#infielder#horizon high school#scottsdale , az#1 st round - 23rd pick of 2003 draft ( angels )
john danks#pitcher#round rock high school#round rock , tx#1 st round - 9th pick of 2003 draft ( rangers )
jonathan fulton#infielder#george washington high school#danville , va#3rd round - 83rd pick of 2003 draft ( marlins )
ian stewart#infielder#la quinta high school#westminster , ca#1 st round - 10th pick of 2003 draft ( rockies )
jeff allison#pitcher#veterans memorial high school#peabody , ma#1 st round - 16th pick of 2003 draft ( marlins )
daric barton#catcher#marina high school#huntington beach , ca#1 st round - 28th pick of 2003 draft ( cardinals )
eric duncan#infielder#seton hall preparatory school#west orange , nj#1 st round - 27th pick of 2003 draft ( yankees )
